path,category,basis,review_required,imported_by
"src/target/db/schema/foundation.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/db/schema/consent.ts | tests/target/consent-postgres.test.ts | src/target/access/accessLifecycle.ts | src/target/access/adultAccess.ts | src/target/access/familySession.ts | src/target/access/identityExchange.ts | src/target/db/schema/access.ts | src/target/db/schema/accessLifecycle.ts | src/target/db/schema/adultProtection.ts | src/target/db/schema/contentRelease.ts | src/target/db/schema/familyAccess.ts | tests/target/access-lifecycle-postgres.test.ts | tests/target/adult-access-postgres.test.ts | tests/target/family-access-postgres.test.ts | tests/target/foundation-postgres.test.ts | tests/target/identity-exchange-postgres.test.ts | tests/target/isolation.test.ts | tests/target/transport-postgres.test.ts"
"src/target/domain/registrationPolicy.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/access/registrationAssessment.ts | tests/target/registration-policy.test.ts"
"src/target/domain/v3Policy.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","tests/target/v3-policy.test.ts"
"src/target/transport/contracts.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/transport/http.ts | src/target/transport/routes.ts | tests/target/transport-boundary.test.ts"
"src/target/transport/http.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","tests/target/isolation.test.ts | tests/target/transport-boundary.test.ts | tests/target/transport-postgres.test.ts"
"src/target/transport/routes.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","src/target/transport/http.ts | tests/target/transport-boundary.test.ts | tests/target/transport-postgres.test.ts"
"src/types.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/App.tsx | src/api/rewardRoutes.ts | src/api/stateRoutes.ts | src/api/taskRoutes.ts | src/api/userRoutes.ts | src/components/ArmoireTab.tsx | src/components/CharacterEditorModal.tsx | src/components/FamilyManagementModal.tsx | src/components/FeedJournal.tsx | src/components/Navbar.tsx | src/components/PartyView.tsx | src/components/PetsTab.tsx | src/components/ReferralModal.tsx | src/components/RegistrationModal.tsx | src/components/ResetConfirmModal.tsx | src/components/Settings/FamilySettings.tsx | src/components/ShopAndRewardsModal.tsx | src/components/TodayTasks.tsx | src/components/legacy/PixelAvatar.tsx | src/components/scenes/BossRaidScene.tsx | src/components/scenes/DomovoyHouseProjectScene.tsx | src/components/scenes/DomovoyJournalScene.tsx | src/components/scenes/FamilyHubScene.tsx | src/components/scenes/QuestLedgerTodayScene.tsx | src/components/scenes/WardrobeCustomizationScene.tsx | src/data/initialData.ts | src/services/assigneeService.ts | src/services/familyGameStateService.ts | src/services/progressService.ts | src/services/referralService.ts | src/services/skillService.ts | src/services/stateService.ts | src/services/streakService.ts | src/services/taskGenerator.ts | src/services/taskService.ts | src/services/userService.ts | src/services/userStateHydration.ts | src/utils/apiAuth.ts | src/utils/rpg32bitAssets.ts | src/utils/unifiedLook.ts | tests/api.integration.test.ts | tests/apiAuth.test.ts | tests/assigneeService.test.ts | tests/socket.integration.test.ts"
"src/utils/apiAuth.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","server.ts | src/api/armoireRoutes.ts | src/api/assetRoutes.ts | src/api/authRoutes.ts | src/api/familyRoutes.ts | src/api/habitRoutes.ts | src/api/integrations.ts | src/api/referralRoutes.ts | src/api/rewardRoutes.ts | src/api/shopRoutes.ts | src/api/skillRoutes.ts | src/api/starsRoutes.ts | src/api/stateRoutes.ts | src/api/taskRoutes.ts | src/api/userRoutes.ts | src/api/zooRoutes.ts | src/server/apiApp.ts | src/server/socketServer.ts | tests/apiAuth.test.ts | tests/apiAuth.test.ts"
"src/utils/apiFetch.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/App.tsx | src/components/ArmoireTab.tsx | src/components/FamilyManagementModal.tsx | src/components/PetsTab.tsx | src/components/ReferralModal.tsx | src/components/Settings/FamilySettings.tsx | src/components/ShopAndRewardsModal.tsx | src/components/TodayTasks.tsx | src/components/UploadAssets.tsx | src/components/scenes/DomovoyJournalScene.tsx | src/demo/DemoApp.tsx | src/main.tsx | src/preview/browserDemo.ts | src/preview/main.tsx | tests/apiFetch.test.ts"
"src/utils/habiticaAssets.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/components/CharacterEditorModal.tsx | src/components/HabiticaAnimatedAvatar.tsx | src/components/ReferralModal.tsx | src/components/RegistrationModal.tsx | src/components/ShopAndRewardsModal.tsx | src/components/scenes/WardrobeCustomizationScene.tsx | src/utils/shopLookMap.ts | src/utils/shopLookMap.ts | src/utils/unifiedLook.ts"
"src/utils/habiticaCatalog.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/api/authRoutes.ts | src/db/backfillCatalog.ts | src/services/familyGameStateService.ts"
"src/utils/haptics.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/App.tsx | src/components/AddTaskModal.tsx | src/components/ArmoireTab.tsx | src/components/MobileChecklistModal.tsx | src/components/Navbar.tsx | src/components/PartyView.tsx | src/components/ReferralModal.tsx | src/components/Settings/FamilySettings.tsx | src/components/StreakBadge.tsx | src/components/TodayTasks.tsx | src/components/scenes/BossRaidScene.tsx | src/components/scenes/DomovoyHouseProjectScene.tsx | src/components/scenes/DomovoyJournalScene.tsx | src/components/scenes/FamilyHubScene.tsx | src/components/scenes/QuestLedgerTodayScene.tsx | src/components/scenes/WardrobeCustomizationScene.tsx | src/demo/DemoApp.tsx"
"src/utils/legacyApiAuth.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","tests/legacy-api-auth.test.ts | src/main.tsx"
"src/utils/rpg16bitAssets.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/components/legacy/PixelAvatar.tsx"
"src/utils/rpg32bitAssets.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/components/legacy/PixelAvatar.tsx"
"src/utils/rpg32bitCatalog.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/components/legacy/LayeredAvatar.tsx | src/utils/rpg32bitAssets.ts"
"src/utils/sentry.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/components/ErrorBoundary.tsx | src/main.tsx"
"src/utils/sfx.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/components/ArmoireTab.tsx | src/components/PetsTab.tsx | src/components/scenes/BossRaidScene.tsx"
"src/utils/shopLookMap.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/api/shopRoutes.ts | src/components/PartyView.tsx | src/components/ShopAndRewardsModal.tsx | src/components/scenes/FamilyHubScene.tsx | src/components/scenes/QuestLedgerTodayScene.tsx | src/components/scenes/WardrobeCustomizationScene.tsx | src/utils/unifiedLook.ts"
"src/utils/telegramAuth.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/api/authRoutes.ts | src/server/socketServer.ts | src/utils/apiAuth.ts | tests/telegramAuth.test.ts"
"src/utils/ulpcCharacter.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/api/shopRoutes.ts | src/utils/unifiedLook.ts"
"src/utils/unifiedLook.ts","active","Current entry/server dependency; includes legacy compatibility and production branch","false","src/components/PartyView.tsx | src/components/ShopAndRewardsModal.tsx | src/components/scenes/BossRaidScene.tsx | src/components/scenes/DomovoyJournalScene.tsx | src/components/scenes/FamilyHubScene.tsx | src/components/scenes/QuestLedgerTodayScene.tsx | src/components/scenes/WardrobeCustomizationScene.tsx"
"src/v3/FamilyPanel.tsx","active","Current V3 dependency or registered V3 runtime content","false","src/v3/V3App.tsx"
"src/v3/TasksPanel.tsx","active","Current V3 dependency or registered V3 runtime content","false","src/v3/V3App.tsx"
"src/v3/TodayPanel.tsx","active","Current V3 dependency or registered V3 runtime content","false","src/v3/V3App.tsx"
"src/v3/V3App.tsx","active","Current V3 dependency or registered V3 runtime content","false","src/main.tsx"
"src/v3/WalletPanel.tsx","active","Current V3 dependency or registered V3 runtime content","false","src/v3/FamilyPanel.tsx | src/v3/V3App.tsx"
"src/v3/WorldPanel.tsx","active","Current V3 dependency or registered V3 runtime content","false","src/v3/V3App.tsx"
"src/v3/access/client.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","tests/v3-access-client.test.ts"
"src/v3/content/index.ts","active","Current V3 dependency or registered V3 runtime content","false","src/v3/TodayPanel.tsx | src/v3/V3App.tsx | src/v3/WorldPanel.tsx | src/v3/domain.ts | src/v3/domain.ts | tests/v3-content.test.ts"
"src/v3/content/validate.ts","prepared","Not reached by selected static roots; requires dynamic/runtime review before archive","true","scripts/content/validate-v3.ts | tests/v3-content.test.ts"
"src/v3/domain.ts","active","Current V3 dependency or registered V3 runtime content","false","scripts/content/validate-v3.ts | src/v3/FamilyPanel.tsx | src/v3/TasksPanel.tsx | src/v3/TodayPanel.tsx | src/v3/V3App.tsx | src/v3/WalletPanel.tsx | src/v3/WorldPanel.tsx | src/v3/session.ts | tests/v3-campaign.test.ts | tests/v3-domain.test.ts"
"src/v3/hero.css","active","Current V3 dependency or registered V3 runtime content","false","src/v3/V3App.tsx"
"src/v3/panels.css","active","Current V3 dependency or registered V3 runtime content","false","src/v3/V3App.tsx"
"src/v3/session.ts","active","Current V3 dependency or registered V3 runtime content","false","src/v3/V3App.tsx | tests/v3-campaign.test.ts | tests/v3-session.test.ts"
"src/v3/today.css","active","Current V3 dependency or registered V3 runtime content","false","src/v3/TodayPanel.tsx"
"src/v3/v3.css","active","Current V3 dependency or registered V3 runtime content","false","src/v3/V3App.tsx"
"src/v3/wallet.css","active","Current V3 dependency or registered V3 runtime content","false","src/v3/WalletPanel.tsx"
"src/v3/world.css","active","Current V3 dependency or registered V3 runtime content","false","src/v3/WorldPanel.tsx"
"src/vite-env.d.ts","prepared","Not reached by selected static roots; requires dynamic/runtime review before archive","true",""
"start.bat","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"start.sh","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/api.integration.test.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/apiAuth.test.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/apiFetch.test.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/assigneeService.test.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/browserPreview.test.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/demoDomain.test.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/demoPostgres.test.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/demoRouter.test.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/demoSceneLayout.test.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/demoVisualContracts.test.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/demoWorldMap.test.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/fixtures/content/g04-a/package.json","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/fixtures/content/g04-a/texts.json","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/fixtures/content/g04-b/base/package.json","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/fixtures/content/g04-b/base/texts.json","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/fixtures/content/g04-b/root/package.json","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/fixtures/content/g04-b/root/texts.json","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/fixtures/telegram-init-data.json","active","Project tooling, tests, contracts, plans or instructions retained","false","tests/target/identity-exchange-fixtures.ts | tests/target/telegram-identity.test.ts | tests/telegramAuth.test.ts"
"tests/helpers/telegramInitData.ts","active","Project tooling, tests, contracts, plans or instructions retained","false","tests/api.integration.test.ts | tests/socket.integration.test.ts"
"tests/homeAuthoredScene.test.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/homeFamilyLayout.test.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/homeSceneProjection.test.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/legacy-api-auth.test.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/socket.integration.test.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/starsPricing.test.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/streak.test.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/target/access-lifecycle-contracts.test.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false",""
"tests/target/access-lifecycle-postgres.test.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false",""
"tests/target/adult-access-postgres.test.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false",""
"tests/target/adult-crypto.test.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false",""
"tests/target/adult-fixtures.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","tests/target/access-lifecycle-postgres.test.ts | tests/target/adult-access-postgres.test.ts | tests/target/adult-crypto.test.ts | tests/target/transport-postgres.test.ts"
"tests/target/consent-postgres.test.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false",""
"tests/target/content-compiler.test.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false",""
"tests/target/content-input.test.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false",""
"tests/target/content-preview.test.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false",""
"tests/target/content-release-postgres.test.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false",""
"tests/target/content-release.test.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false",""
"tests/target/contracts.test.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false",""
"tests/target/family-access-fixtures.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","tests/target/access-lifecycle-contracts.test.ts | tests/target/access-lifecycle-postgres.test.ts | tests/target/adult-access-postgres.test.ts | tests/target/adult-crypto.test.ts | tests/target/adult-fixtures.ts | tests/target/family-access-postgres.test.ts | tests/target/family-access.test.ts | tests/target/transport-postgres.test.ts"
"tests/target/family-access-postgres.test.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false",""
"tests/target/family-access.test.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false",""
"tests/target/foundation-contracts.test.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false",""
"tests/target/foundation-fixtures.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","tests/target/consent-postgres.test.ts | tests/target/access-lifecycle-postgres.test.ts | tests/target/adult-access-postgres.test.ts | tests/target/family-access-postgres.test.ts | tests/target/foundation-contracts.test.ts | tests/target/foundation-postgres.test.ts | tests/target/identity-exchange-postgres.test.ts | tests/target/transport-postgres.test.ts"
"tests/target/foundation-postgres.test.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false",""
"tests/target/http.test.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false",""
"tests/target/identity-exchange-contracts.test.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false",""
"tests/target/identity-exchange-fixtures.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false","tests/target/access-lifecycle-contracts.test.ts | tests/target/access-lifecycle-postgres.test.ts | tests/target/adult-access-postgres.test.ts | tests/target/family-access-fixtures.ts | tests/target/family-access-postgres.test.ts | tests/target/identity-exchange-contracts.test.ts | tests/target/identity-exchange-postgres.test.ts | tests/target/transport-postgres.test.ts"
"tests/target/identity-exchange-postgres.test.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false",""
"tests/target/isolation.test.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false",""
"tests/target/postgres.test.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false",""
"tests/target/registration-policy.test.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false",""
"tests/target/telegram-identity.test.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false",""
"tests/target/transport-boundary.test.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false",""
"tests/target/transport-postgres.test.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false",""
"tests/target/v3-policy.test.ts","prepared","Target backend/content/access foundation; not fully connected to V3 UI","false",""
"tests/telegramAuth.test.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/telegramPreview.test.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/v3-access-client.test.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/v3-campaign.test.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/v3-content.test.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/v3-domain.test.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tests/v3-session.test.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tools/asset-gen/README.md","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tools/asset-gen/asset_gen.py","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tools/asset-gen/find_loop_frame.py","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tools/asset-gen/grid_slice.py","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tools/asset-gen/rembg.md","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tools/asset-gen/rembg_matting.py","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tools/asset-gen/requirements.txt","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tools/asset-gen/tripo3d.py","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tsconfig.json","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"tsconfig.target.json","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"vite.config.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"vite.wardrobe.config.ts","prepared","Independent wardrobe preview and validation tooling","false",""
"vitest.config.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"vitest.target.config.ts","active","Project tooling, tests, contracts, plans or instructions retained","false",""
"wardrobe-pilot.html","prepared","Independent wardrobe preview and validation tooling","false",""
